count,whiteWins,blackWins,draw,opening_name,opening_variation
13433,6211,6578,644,Sicilian Defense," Smith-Morra Gambit Declined, Scandinavian Formation"
13399,6343,6528,528,Caro-Kann Defense, Euwe Attack
13350,9262,3818,270,Vienna Game," Stanley Variation, Meitner-Mieses Gambit"
13344,6198,6758,388,Italian Game, Evans Gambit Declined
13316,6404,6244,668,English Opening," Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense"
13209,6518,6195,496,Englund Gambit Complex, Zilbermints Gambit
13204,6730,5751,723,Sicilian Defense, Prins Variation
13191,6473,5968,750,Slav Defense, Chameleon Variation
13175,6585,6120,470,Sicilian Defense," Wing Gambit, Carlsbad Variation"
13143,5125,7570,448,King's Gambit Declined, Falkbeer Countergambit
13129,6670,5872,587,Indian Defense, Czech-Indian
13098,6506,5853,739,Ruy Lopez, Closed
12965,6298,6118,549,Van Geet Opening, Grünfeld Defense
12908,6717,5572,619,Vienna Game, Mieses Variation
12905,6716,5716,473,Guatemala Defense,~
12875,6421,5848,606,English Opening," King's English Variation, Two Knights Variation, Keres Variation"
12766,6527,5585,654,English Opening," Symmetrical Variation, Symmetrical Variation"
12696,5789,6371,536,Nimzowitsch Defense," Scandinavian Variation, Exchange Variation, Marshall Gambit"
12636,5145,7045,446,Center Game Accepted,~
12580,6032,5819,729,Russian Game, French Attack
12497,5790,6204,503,Sicilian Defense," Smith-Morra Gambit Declined, Center Formation"
12484,5522,6431,531,Ruy Lopez," Schliemann Defense, Exchange Variation"
12356,6255,5753,348,Bird Opening, Schlechter Gambit
12316,6401,5106,809,Catalan Opening, Open Defense
12315,6533,5090,692,Indian Defense," Budapest Defense, Rubinstein Variation"
12308,6384,5234,690,Van Geet Opening, Napoleon Attack
12286,5806,5885,595,Nimzo-Indian Defense," Three Knights Variation, Duchamp Variation"
12261,6555,5300,406,Sicilian Defense," Smith-Morra Gambit Accepted, Fianchetto Defense"
12229,5884,5809,536,Indian Defense, Seirawan Attack
12213,5638,6037,538,Sicilian Defense," Scheveningen Variation, Classical Variation"
12165,6462,5255,448,Philidor Defense," Nimzowitsch Variation, Klein Variation"
12139,6638,5086,415,Philidor Defense, Bird Gambit
12056,5054,6634,368,Mikenas Defense, Lithuanian Variation
11963,6021,5557,385,Philidor Defense, Philidor Countergambit
11961,5601,5856,504,Sicilian Defense," Kan Variation, Modern Variation"
11924,6472,5114,338,King's Gambit Accepted, Bishop's Gambit
11693,5659,5611,423,Slav Defense, Diemer Gambit
11674,5805,5364,505,Pirc Defense," Austrian Attack, Weiss Variation"
11627,5782,5553,292,Italian Game, Jerome Gambit
11607,5456,5612,539,Nimzo-Indian Defense," Sämisch Variation, Accelerated"
11597,5933,5233,431,Slav Defense, Geller Gambit
11549,5791,5120,638,Queen's Gambit Declined," Neo-Orthodox Variation, Main Line"
11528,5882,4813,833,English Opening," Agincourt Defense, Neo-Catalan Declined"
11451,5540,5470,441,Sicilian Defense," Wing Gambit, Marshall Variation"
11433,5678,5304,451,King's Indian Defense, Accelerated Averbakh Variation
11408,5788,4999,621,English Opening," Symmetrical Variation, Four Knights Variation"
11328,5460,5520,348,King's Pawn Game," Clam Variation, King's Gambit Reversed"
11281,5553,5112,616,Pirc Defense," Classical Variation, Quiet System"
11273,5547,5287,439,Sicilian Defense," Smith-Morra Gambit Accepted, Pin Defense"
11271,5600,5071,600,Wade Defense,~
11245,5702,5138,405,Sicilian Defense," Nimzowitsch Variation, Advance Variation"
11209,6383,4569,257,King's Gambit Declined, Norwalde Variation
11121,5290,5237,594,Queen's Pawn Game," Torre Attack, Gossip Variation"
11120,5265,5301,554,Sicilian Defense," French Variation, Westerinen Attack"
11117,5334,5249,534,Four Knights Game," Spanish Variation, Rubinstein Variation"
11079,5224,5405,450,French Defense," Tarrasch Variation, Open System, Süchting Line"
11047,4894,5779,374,Ruy Lopez," Schliemann Defense, Jaenisch Gambit Accepted"
11011,5320,5442,249,Zukertort Opening, Lisitsyn Gambit
11003,5781,4895,327,King's Gambit Accepted, King Knight's Gambit
10969,5477,4956,536,Caro-Kann Defense," Panov Attack, Main Line"
10935,5642,4944,349,Polish Opening, Birmingham Gambit
10897,5236,5172,489,Grünfeld Defense, Stockholm Variation
10828,4926,5603,299,Englund Gambit Declined, Reversed Mokele Mbembe
10823,6422,4038,363,Bishop's Opening, Lewis Gambit
10817,5703,4726,388,Caro-Kann Defense, Rasa-Studier Gambit
10814,5187,5103,524,Queen's Indian Defense, Kasparov Variation
10814,5405,5124,285,Center Game, Halasz-McDonnell Gambit
10813,5431,4987,395,English Opening, Jaenisch Gambit
10793,5368,4852,573,Caro-Kann Defense, Bronstein-Larsen Variation
10789,5570,4779,440,Rat Defense, Balogh Defense
10762,5278,4980,504,Semi-Slav Defense, Normal Variation
10750,5802,4506,442,Caro-Kann Defense, Goldman Variation
10747,5135,5182,430,King's Indian Defense, Larsen Variation
10635,5249,5130,256,King's Gambit Accepted, Blachly Gambit
10614,5262,4909,443,Italian Game," Scotch Gambit, Janowski Defense"
10597,5164,4908,525,Queen's Gambit Declined," Modern Variation, Knight Defense"
10587,5579,4571,437,English Opening," Anglo-Indian Defense, Scandinavian Defense"
10572,5375,4855,342,Valencia Opening,~
10563,5688,4590,285,King's Gambit Accepted," Bishop's Gambit, Maurian Defense"
10562,5138,4980,444,King's Indian Defense," Four Pawns Attack, Dynamic Attack"
10532,5309,4752,471,Sicilian Defense," O'Kelly Variation, Venice System"
10489,5666,4278,545,English Opening," Agincourt Defense, Catalan Defense, Semi-Slav Defense"
10468,5925,4281,262,Scotch Game," Scotch Gambit, Kingside Variation"
10467,5321,4823,323,Italian Game," Evans Gambit, Anderssen Variation"
10374,4717,5336,321,Blackmar-Diemer Gambit, Fritz Attack
10365,4962,4947,456,Benoni Defense," Benoni-Indian Defense, Kingside Move Order"
10356,4801,5167,388,Alekhine Defense," Modern Variation, Schmid Variation"
10267,4677,5081,509,Sicilian Defense," Lasker-Pelikan Variation, Exchange Variation"
10218,5197,4514,507,Tarrasch Defense, Two Knights Variation
10155,4879,4921,355,French Defense, Diemer-Duhm Gambit
10154,5385,4429,340,Bishop's Opening, Urusov Gambit
10120,5306,4503,311,Italian Game," Giuoco Pianissimo, Lucchini Gambit"
9995,5020,4428,547,Sicilian Defense," Najdorf Variation, Adams Attack"
9927,5387,4217,323,Blackmar-Diemer Gambit Declined, Weinsbach Declination
9879,4801,4470,608,Caro-Kann Defense, Forgacs Variation
9870,4706,4814,350,Blackmar-Diemer Gambit, Vienna Variation
9858,4869,4661,328,Sicilian Defense," Smith-Morra Gambit Accepted, Kan Formation"
9802,4949,4487,366,Queen's Pawn Game," Chigorin Variation, Shaviliuk Gambit"
9773,5100,4211,462,Vienna Game," Vienna Gambit, Paulsen Attack"
9763,4769,4534,460,Queen's Gambit Declined, Charousek Variation
9762,4778,4680,304,Queen's Pawn Game, Liedmann Gambit
9719,4795,4534,390,Queen's Gambit Declined, Tarrasch Defense
9718,4457,4712,549,French Defense," Advance Variation, Wade Variation"
9680,5316,4066,298,French Defense, Orthoschnapp Gambit
9649,5041,4131,477,Queen's Gambit Declined," Harrwitz Attack, Orthodox Defense"
9590,4639,4349,602,King's Indian Defense," Fianchetto Variation, Uhlmann-Szabo System"
9578,4644,4437,497,French Defense," Tarrasch Variation, Open System"
9572,4961,4200,411,Scotch Game, Malaniuk Variation
9568,5249,3927,392,Ruy Lopez, Spanish Countergambit
9561,4902,4347,312,Bishop's Opening, Philidor Variation
9548,4981,4168,399,Nimzo-Indian Defense, Normal Line
9537,5019,4177,341,Blackmar-Diemer Gambit Declined, O'Kelly Defense
9517,5398,3832,287,Italian Game," Scotch Gambit, Walbrodt-Baird Gambit"
9511,5025,4139,347,Nimzowitsch Defense," Kennedy Variation, Keres Attack"
9489,4481,4641,367,Zukertort Opening, Herrstrom Gambit
9475,4190,4919,366,Sicilian Defense, Sozin Attack
9469,5349,3838,282,King's Gambit Declined, Keene's Defense
9438,4142,4746,550,Benko Gambit Accepted, Fully Accepted Variation
9436,4698,4466,272,Latvian Gambit, Mason Countergambit
9428,5536,3661,231,Italian Game," Scotch Gambit, Max Lange Attack, Spielmann Defense"
9419,4711,4336,372,Trompowsky Attack, Edge Variation
9412,4669,4332,411,Three Knights Opening, Steinitz Defense
9381,4252,4626,503,Scandinavian Defense, Bronstein Variation
9377,4564,4433,380,Sicilian Defense," Sozin, not Scheveningen"
9368,5014,3988,366,Caro-Kann Defense, Modern Variation
9356,4271,4792,293,French Defense, Carlson Gambit
9290,4703,4108,479,Nimzo-Indian Defense," Classical Variation, Noa Variation"
9251,3929,4959,363,French Defense, Bird Invitation
9227,5010,3842,375,Italian Game, Deutz Gambit
9204,4467,4369,368,Vienna Game, Mengarini Variation
9197,4239,4621,337,French Defense, Classical Variation
9105,4157,4544,404,Four Knights Game," Spanish Variation, Rubinstein Variation Accepted"
9052,4374,4224,454,Alekhine Defense," Modern Variation, Main Line"
9048,4024,4557,467,Sodium Attack,~
9035,4686,3964,385,Nimzo-Indian Defense, Kmoch Variation
9031,3619,4956,456,Scotch Game, Steinitz Variation
8987,4535,3980,472,Queen's Gambit Declined, Barmen Variation
8946,4877,3773,296,Scotch Game," Göring Gambit, Main Line"
8880,4218,4207,455,Indian Defense," Budapest Defense, Fajarowicz Variation"
8821,4525,3961,335,Zukertort Opening, The Walrus
8811,4304,4266,241,King's Gambit Accepted, Rosentreter Gambit
8807,4361,3935,511,French Defense," Tarrasch Variation, Open System, Euwe-Keres Line"
8800,4384,4022,394,Slav Defense, Bonet Gambit
8765,4497,3846,422,Queen's Gambit Accepted, Gunsberg Defense
8744,4559,3791,394,Nimzo-Indian Defense," Normal Variation, Ragozin Variation"
8709,4899,3469,341,Dutch Defense, Staunton Gambit
8655,4793,3386,476,Zukertort Opening, Grünfeld Reversed
8647,5026,3403,218,Italian Game, Evans Gambit
8592,4255,3934,403,English Opening," Anglo-Indian Defense, Old Indian Formation"
8572,4368,3884,320,Italian Game," Scotch Gambit, de Riviere Defense"
8554,4033,3988,533,English Opening," Symmetrical Variation, Two Knights Line"
8540,3810,4456,274,Ponziani Opening, Ponziani Countergambit
8536,4457,3682,397,Ruy Lopez," Morphy Defense, Steinitz Deferred"
8487,4065,4067,355,Creepy Crawly Formation, Classical Defense
8452,4474,3678,300,Hippopotamus Defense,~
8428,4466,3619,343,King's Indian Defense, Sämisch Variation
8401,4397,3689,315,Zukertort Opening, St. George Defense
8375,4460,3621,294,King's Indian Attack, Omega-Delta Gambit
8339,4002,3869,468,Grünfeld Defense," Three Knights Variation, Hungarian Variation"
8277,4280,3542,455,English Opening," Anglo-Indian Defense, Anglo-Grünfeld Variation"
8216,4077,3781,358,Nimzo-Indian Defense, Sämisch Variation
8171,4204,3597,370,Polish Opening, Schiffler-Sokolsky Variation
8158,4019,3797,342,Caro-Kann Defense, Gurgenidze System
8116,4241,3552,323,Queen's Gambit Declined," Modern Variation, Heral Variation"
8112,4366,3469,277,Kangaroo Defense," Keres Defense, Transpositional Variation"
8079,4333,3522,224,King's Gambit Declined, Panteldakis Countergambit
8076,4285,3513,278,Nimzowitsch Defense," Kennedy Variation, Riemann Defense"
8074,4122,3628,324,Nimzowitsch Defense," Scandinavian Variation, Bogoljubov Variation, Vehre Variation"
8068,4029,3701,338,Rat Defense, Accelerated Gurgenidze
8045,3959,3618,468,Alekhine Defense," Modern Variation, Larsen Variation"
8028,3960,3624,444,English Opening," King's English Variation, Four Knights Variation, Flexible Line"
7990,4474,3245,271,Bishop's Opening, Boden-Kieseritzky Gambit
7982,3644,4051,287,King's Gambit Accepted, Bonsch-Osmolovsky Variation
7963,4104,3497,362,Sicilian Defense," Closed, Chameleon Variation"
7923,3794,3825,304,Pterodactyl Defense," Eastern, Anhanguera"
7912,3916,3674,322,Queen's Gambit Declined," Marshall Defense, Tan Gambit"
7902,4013,3469,420,Dutch Defense," Stonewall Variation, Modern Variation"
7864,3657,3829,378,Scotch Game," Scotch Gambit, Göring Gambit Declined"
7824,4268,3263,293,Bishop's Opening," Vienna Hybrid, Hromádka Variation"
7786,3926,3554,306,Caro-Kann Defense, Alekhine Gambit
7771,3813,3551,407,Indian Defense," King's Indian Variation, Fianchetto Variation"
7724,3365,3985,374,Italian Game," Classical Variation, Greco Gambit"
7684,3973,3429,282,Caro-Kann Defense," Advance Variation, Bronstein Variation"
7654,3734,3699,221,Englund Gambit Declined, Reversed Brooklyn
7654,3840,3513,301,Slav Defense, Two Knights Attack
7638,3792,3530,316,Sicilian Defense," Modern Variations, Anti-Qxd4 Move Order"
7567,3485,3789,293,Sicilian Defense," O'Kelly Variation, Normal System, Taimanov Line"
7549,3890,3324,335,King's Indian Defense, Semi-Averbakh System
7541,3597,3780,164,French Defense," La Bourdonnais Variation, Reuter Gambit"
7531,3862,3329,340,Kangaroo Defense,~
7516,3528,3691,297,Alekhine Defense, Balogh Variation
7514,3573,3454,487,King's Indian Defense," Fianchetto Variation, Classical Fianchetto"
7504,3516,3702,286,Zukertort Opening, Speelsmet Gambit
7495,3897,3288,310,Sicilian Defense," Taimanov Variation, Szén Variation"
7489,3804,3317,368,Bird Opening, Lasker Variation
7481,3835,3322,324,Philidor Defense, Larsen Variation
7467,3739,3256,472,English Opening," Symmetrical Variation, Botvinnik System"
7455,3720,3271,464,Bogo-Indian Defense, Exchange Variation
7418,3635,3380,403,Nimzo-Indian Defense," Classical Variation, Berlin Variation"
7388,3776,3304,308,King's Indian Defense," Normal Variation, Standard Development"
7378,3673,3372,333,French Defense," Classical Variation, Swiss Variation"
7373,3702,3417,254,Italian Game," Two Knights Defense, Polerio Defense, Kieseritzky Variation"
7356,3494,3345,517,Italian Game," Scotch Gambit, Anderssen Attack"
7338,3553,3349,436,Ruy Lopez," Exchange Variation, Gligoric Variation"
7315,3367,3548,400,Old Indian Defense, Ukrainian Variation
7306,3202,3884,220,Rat Defense," English Rat, Lisbon Gambit"
7303,3047,3983,273,Barnes Opening, Walkerling
7293,3663,2983,647,Neo-Grünfeld Defense, Ultra-delayed Exchange Variation
7286,3273,3384,629,French Defense," Rubinstein Variation, Fort Knox Variation"
7213,3725,3060,428,King's Indian Defense," Fianchetto Variation, Yugoslav Variation"
7211,3317,3620,274,Sicilian Defense," Sozin Attack, Leonhardt Variation"
7209,3382,3550,277,Italian Game, Bird's Attack
7175,3792,3116,267,Polish Opening, Baltic Defense
7165,4003,2932,230,Blackmar-Diemer Gambit, Ziegler Defense
7157,3817,3044,296,Rubinstein Opening,~
7143,3490,3162,491,Caro-Kann Defense," Classical Variation, Spassky Variation"
7097,3660,3125,312,French Defense," Tarrasch Variation, Pawn Center Variation"
7088,3362,3472,254,Caro-Kann Defense," Two Knights Attack, Mindeno Variation, Retreat Line"
7065,3293,3532,240,Nimzowitsch Defense, Scandinavian Variation
7048,3773,2969,306,Pirc Defense," Austrian Attack, Unzicker Attack"
7010,3289,3439,282,Blackmar-Diemer Gambit Declined, Lamb Defense
6997,3892,2802,303,English Opening," Anglo-Indian Defense, Scandinavian Defense, Exchange Variation"
6958,3500,3162,296,King's Indian Defense," Sämisch Variation, Yates Defense"
6952,3349,3326,277,French Defense," Winawer Variation, Fingerslip Variation"
6942,3995,2730,217,Scotch Game," Göring Gambit, Bardeleben Variation"
6916,3311,3243,362,Nimzo-Indian Defense, Spielmann Variation
6899,3819,2886,194,Italian Game," Evans Gambit, Pierce Defense"
6899,3182,3452,265,Nimzowitsch Defense," Lean Variation, Colorado Counter Accepted"
6885,3590,2979,316,Sicilian Defense," Dragon Variation, Yugoslav Attack, Belezky Line"
6848,3285,3269,294,Sicilian Defense," Dragon Variation, Modern Bc4 Variation"
6833,3187,3401,245,Italian Game," Two Knights Defense, Polerio Defense, Suhle Defense"
6824,3528,3078,218,Nimzo-Larsen Attack, Spike Variation
6821,3171,3333,317,Scandinavian Defense, Classical Variation
6809,3025,3512,272,Alekhine Defense," Four Pawns Attack, Fianchetto Variation"
6808,3258,3252,298,Alekhine Defense," Modern Variation, Alburt Variation"
6783,3299,3258,226,Bird Opening," From's Gambit, Lasker Variation"
6728,3546,2856,326,Four Knights Game," Scotch Variation, Belgrade Gambit"
6724,3319,2994,411,English Opening," Symmetrical Variation, Full Symmetry Line"
6699,3130,3288,281,Pterodactyl Defense," Queen Pterodactyl, Quiet Line"
6686,3669,2811,206,Caro-Kann Defense, von Hennig Gambit
6675,2756,3671,248,Crab Opening,~
6643,3283,3057,303,Sicilian Defense, Richter-Rauzer Variation
6636,3409,2966,261,Sicilian Defense," O'Kelly Variation, Venice System, Steiner Line"
6632,3223,3136,273,Slav Defense," Exchange Variation, Schallopp Variation"
6611,3172,3114,325,Scandinavian Defense, Richter Variation
6610,3523,2649,438,Russian Game," Modern Attack, Center Variation"
6599,3346,3030,223,King's Gambit Declined, Keene Defense
6594,3348,3037,209,Dutch Defense, Staunton Gambit Accepted
6551,3301,3052,198,Sicilian Defense, Wing Gambit Deferred
6547,2892,3491,164,King's Gambit Declined, Miles Defense
6545,3162,3125,258,Modern Defense, Modern Pterodactyl
6516,3179,3041,296,Caro-Kann Defense," Karpov Variation, Modern Variation, Kasparov Attack"
6514,3223,2922,369,Ruy Lopez, Fianchetto Defense
6510,3323,2971,216,St. George Defense, Polish Variation
6507,3348,2841,318,Ruy Lopez, Open
6449,3218,2975,256,Ruy Lopez," Schliemann Defense, Dyckhoff Variation"
6434,2990,3238,206,Sicilian Defense," Wing Gambit, Deferred Variation"
6419,3054,3063,302,Benoni Defense, Semi-Benoni
6407,2886,3288,233,Nimzowitsch Defense, Lean Variation
6346,3234,2857,255,Zukertort Opening, Basman Defense
6339,3285,2836,218,Slav Defense, Alekhine Variation
6331,3155,2744,432,Slav Defense," Exchange Variation, Symmetrical Line"
6308,3168,2809,331,French Defense," Tarrasch Variation, Closed Variation, Main Line"
6290,3080,2967,243,Scotch Game, Relfsson Gambit
6280,2997,2963,320,Scandinavian Defense, Schiller-Pytel Variation
6279,2953,3053,273,Sicilian Defense," Taimanov Variation, Bastrikov Variation, English Attack"
6279,3099,2920,260,Alekhine Defense," Modern Variation, Larsen-Haakert Variation"
6256,3091,2874,291,King's Indian Defense," Fianchetto Variation, Debrecen Defense"
6229,2849,3085,295,Benoni Defense, Czech Benoni Defense
6223,3681,2231,311,Lemming Defense,~
6200,3259,2727,214,Blackmar-Diemer Gambit, Pietrowsky Defense
6167,3067,2707,393,Queen's Indian Defense," Classical Variation, Traditional Variation, Nimzowitsch Line"
6153,3274,2687,192,French Defense," Advance Variation, Nimzowitsch Attack"
6142,2667,3225,250,Scotch Game, Modern Defense
6133,2987,2779,367,English Opening," Symmetrical Variation, Duchamp Variation"
6117,3444,2502,171,Italian Game," Two Knights Defense, Lolli Attack"
6096,3213,2633,250,Scandinavian Defense, Lasker Variation
6091,3577,2285,229,Ruy Lopez, Alapin Defense
6091,2902,2821,368,Sicilian Defense, Nimzo-American Variation
6082,3062,2743,277,Neo-Grünfeld Defense, Non- or Delayed Fianchetto
6055,2719,3164,172,Bird Opening," Dutch Variation, Batavo Gambit"
6047,2977,2853,217,English Opening," King's English Variation, Nimzowitsch-Flohr Variation"
6030,2956,2787,287,Lion Defense," Anti-Philidor, Lion's Cave"
6011,3071,2535,405,Bogo-Indian Defense, Grünfeld Variation
6002,2896,2914,192,King's Gambit Declined, Mafia Defense
5970,2882,2795,293,King's Gambit Declined," Falkbeer Countergambit, Charousek Gambit"
5963,3206,2552,205,Caro-Kann Defense, Masi Variation
5953,2730,2242,981,Semi-Slav Defense, Anti-Moscow Gambit
5928,2795,2949,184,Queen's Gambit Declined," Baltic Defense, Pseudo-Chigorin"
5927,3206,2493,228,Ruy Lopez, Vinogradov Variation
5926,2487,3161,278,Benko Gambit, Zaitsev System
5925,2925,2743,257,Sicilian Defense," Najdorf Variation, Amsterdam Variation"
5922,3364,2388,170,King's Gambit Accepted," Cunningham Defense, Bertin Gambit"
5882,3132,2494,256,Queen's Gambit Accepted," Central Variation, Rubinstein Defense"
5873,2950,2631,292,Sicilian Defense," Closed, Korchnoi Defense"
5872,3081,2411,380,Queen's Gambit Declined," Ragozin Defense, Alekhine Variation"
5858,3035,2543,280,King's Indian Defense," Fianchetto Variation, Delayed Fianchetto"
5838,3079,2559,200,Nimzowitsch Defense, Breyer Variation
5821,3036,2574,211,St. George Defense," New St. George, Three Pawn Attack"
5809,2695,2930,184,Vienna Game, Fyfe Gambit
5802,2565,3062,175,King's Gambit Declined," Falkbeer Countergambit, Modern Transfer"
5751,2726,2739,286,Queen's Indian Defense, Spassky System
5704,2929,2542,233,Scandinavian Defense, Anderssen Counterattack
5687,2530,2743,414,Caro-Kann Defense," Panov Attack, Fianchetto Defense"
5683,2723,2760,200,Global Opening,~
5682,2764,2726,192,French Defense," Advance Variation, Extended Bishop Swap"
5666,2768,2655,243,Caro-Kann Defense," Accelerated Panov Attack, Open Variation"
5629,2908,2536,185,Alekhine Defense," Mokele Mbembe, Vavra Defense"
5609,2624,2729,256,Pterodactyl Defense," Western, Rhamphorhynchus"
5593,2588,2745,260,Russian Game, Paulsen Attack
5587,2877,2408,302,Scotch Game, Ghulam-Kassim Variation
5566,2992,2287,287,Queen's Gambit Declined," Ragozin Defense, Vienna Variation"
5549,2665,2705,179,King's Pawn Game," Busch-Gass Gambit, Chiodini Gambit"
5547,2876,2358,313,English Opening," Anglo-Indian Defense, Queen's Indian Formation"
5531,2940,2413,178,Indian Defense, Maddigan Gambit
5527,3248,2102,177,Italian Game," Classical Variation, Greco Gambit, Greco Variation"
5526,0,5526,0,Blackburne Shilling Gambit,~
5501,2536,2774,191,Queen's Gambit Declined," Austrian Attack, Salvio Countergambit"
5457,2678,2507,272,Queen's Gambit Declined, Orthodox Defense
5455,2459,2722,274,Alekhine Defense," Four Pawns Attack, Main Line"
5433,2686,2556,191,Queen's Pawn Game," Chigorin Variation, Anti-Veresov"
5429,2496,2502,431,Bogo-Indian Defense, Nimzowitsch Variation
5424,2747,2394,283,English Opening," King's English Variation, Four Knights Variation"
5409,2636,2584,189,Pterodactyl Defense," Eastern, Benoni"
5378,2223,2936,219,King's Gambit Accepted,~
5375,2732,2362,281,Dutch Defense, Fianchetto Attack
5355,2521,2587,247,King's Indian Defense," Semi-Classical Variation, Hollywood Variation"
5316,2605,2538,173,Blackmar-Diemer Gambit, Rasa-Studier Gambit
5302,2232,2925,145,Scotch Game," Scotch Gambit, Cochrane-Anderssen Variation"
5296,3227,1886,183,Caro-Kann Defense," Maróczy Variation, Maróczy Gambit"
5284,2817,2201,266,Queen's Gambit Accepted, Janowski-Larsen Variation
5261,2563,2388,310,Neo-Grünfeld Defense," Classical Variation, Modern Defense"
5258,2561,2423,274,Queen's Gambit Declined," Orthodox Defense, Botvinnik Variation"
5237,2869,2173,195,Philidor Defense," Philidor Countergambit, Zukertort Variation"
5197,2712,2303,182,Fried Fox Defense,~
5196,2317,2710,169,Indian Defense," Anti-Grünfeld, Advance Variation"
5185,2731,2079,375,English Opening," Symmetrical Variation, Mecking Variation"
5167,2742,2225,200,Sicilian Defense," Morphy Gambit, Andreaschek Gambit"
5135,2439,2537,159,King's Gambit Declined," Falkbeer Countergambit, Milner-Barry Variation"
5101,2217,2665,219,Queen's Gambit Declined, Cambridge Springs Defense
5100,2693,2226,181,English Opening," Anglo-Scandinavian Defense, Löhn Gambit"
5100,2397,2363,340,Grünfeld Defense," Exchange Variation, Spassky Variation"
5097,2578,2201,318,Queen's Indian Defense," Classical Variation, Traditional Variation"
5092,2399,2471,222,Sicilian Defense," O'Kelly Variation, Maróczy Bind, Paulsen Line"
5080,2704,2222,154,Italian Game," Evans Gambit, Harding Variation"
5078,2337,2514,227,King's Indian Defense," Orthodox Variation, Positional Defense, Closed Line"
5063,2729,2072,262,Queen's Gambit Declined," Exchange Variation, Reshevsky Variation"
5056,2529,2340,187,Queen's Gambit Declined," Albin Countergambit, Tartakower Defense"
5044,2487,2352,205,French Defense," Winawer Variation, Winckelmann-Riemer Gambit"
5032,2681,2068,283,English Opening," Agincourt Defense, Catalan Defense Accepted"
5011,2475,2408,128,Italian Game," Two Knights Defense, Traxler Counterattack"
5000,2574,2275,151,Sicilian Defense," Smith-Morra Gambit, Danish Variation"
4996,2507,2257,232,King's Indian Defense," Sämisch Variation, Closed Variation"
4991,2893,1889,209,Sicilian Defense," Dragon Variation, Yugoslav Attack, Main Line"
4980,3008,1807,165,Englund Gambit Complex, Mosquito Gambit
4980,2512,2144,324,Sicilian Defense," Alapin Variation, Barmen Defense, Modern Line"
4972,2237,2567,168,Sicilian Defense," Smith-Morra Gambit Declined, Alapin Formation"
4962,2337,2334,291,King's Indian Defense," Orthodox Variation, Aronin-Taimanov Defense"
4962,1928,2801,233,Sicilian Defense, Kveinis Variation
4956,2192,2547,217,Queen's Pawn Game, Hübsch Gambit
4917,2448,2228,241,Semi-Slav Defense, Chigorin Defense
4915,2773,1952,190,Queen's Gambit Accepted, Slav Gambit
4870,2535,2114,221,Zukertort Opening, Polish Defense
4858,2578,1974,306,English Opening, Neo-Catalan
4842,2595,2007,240,Old Indian Defense, Two Knights Variation
4837,2189,2463,185,Sicilian Defense, Myers Attack
4831,2271,2369,191,Van Geet Opening, Sicilian Two Knights
4780,2261,2270,249,Benko Gambit Accepted, Pawn Return Variation
4780,2182,2392,206,French Defense," Classical Variation, Normal Variation"
4755,2216,2399,140,Blackmar-Diemer Gambit, Diemer-Rosenberg Attack
4742,2248,2291,203,Nimzo-Larsen Attack, Graz Attack
4738,2053,2482,203,Italian Game," Classical Variation, Greco Gambit, Main Line"
4736,2314,2256,166,French Defense," Classical Variation, Richter Attack"
4734,2375,2199,160,Russian Game," Cochrane Gambit, Bishop Check Line"
4708,2074,2431,203,Grünfeld Defense," Three Knights Variation, Paris Variation"
4706,2414,2136,156,French Defense, Alapin Gambit
4705,2382,2052,271,King's Indian Defense," Orthodox Variation, Positional Defense"
4689,2463,2049,177,Sicilian Defense," Najdorf Variation, Main Line"
4648,2341,2213,94,Italian Game," Evans Gambit, Main Line"
4648,2067,2373,208,Sicilian Defense," McDonnell Attack, Tal Gambit"
4644,2449,1956,239,Catalan Opening," Open Defense, Tarrasch Defense"
4609,2244,2155,210,Modern Defense," Lizard Defense, Mittenberger Gambit"
4595,2095,2204,296,King's Indian Defense," Fianchetto Variation, Panno Variation"
4592,2329,2035,228,Trompowsky Attack, Raptor Variation
4586,2098,2273,215,Benoni Defense, Classical Variation
4582,2118,2233,231,Danish Gambit Accepted, Schlechter Defense
4575,2194,2253,128,Elephant Gambit, Maróczy Gambit
4564,2224,2101,239,Old Indian Defense, Normal Variation
4563,2583,1745,235,French Defense," Classical Variation, Burn Variation, Main Line"
4548,2350,1986,212,Ruy Lopez," Morphy Defense, Norwegian Variation"
4548,2420,1923,205,Zukertort Opening, Ware Defense
4542,2207,2180,155,Amazon Attack, Siberian Attack
4540,2159,2210,171,Barnes Opening, Hammerschlag
4521,2199,2114,208,Semi-Slav Defense Accepted,~
4512,2449,1786,277,Semi-Slav Defense, Quiet Variation
4504,2270,2085,149,Bird Opening, Sturm Gambit
4494,2133,2166,195,Slav Defense, Winawer Countergambit
4486,2297,2042,147,Center Game, Ross Gambit
4471,2104,2205,162,Alekhine Defense," Four Pawns Attack, Trifunovic Variation"
4468,2110,2187,171,Robatsch Defense,~
4466,2521,1795,150,Italian Game, Scotch Gambit
4463,2386,1928,149,Sicilian Defense," Alapin Variation, Sherzer Variation"
4447,1336,2971,140,Irish Gambit,~
4422,2514,1795,113,Danish Gambit Accepted, Chigorin Defense
4416,2261,1984,171,English Opening," Mikenas-Carls, Sicilian"
4401,2126,2075,200,Queen's Pawn Game," Chigorin Variation, Fianchetto Defense"
4398,2187,2032,179,Queen's Pawn Game," Veresov Attack, Dutch System"
